steps,distance_walked,very_active_distance,moderately_active_distance,lightly_active_distance,calories_burnt,physical_activity_score
6411.4,4.1,1.1,2.6,0.4,697.3,5.3
12437.6,5.5,1.6,4.3,0.0,579.8,6.7
14000.0,6.5,2.5,5.1,0.0,2078.4,6.3
9784.0,4.8,1.6,3.5,0.0,657.3,6.9
13010.6,6.5,2.0,4.8,0.0,658.1,6.5
11084.9,5.7,1.8,3.7,0.2,2046.1,6.9
8064.6,3.9,1.2,1.9,0.8,610.2,5.5
11084.2,5.3,2.6,3.7,0.0,667.7,7.0
14000.0,6.4,1.7,5.1,0.0,659.4,6.0
9892.5,5.4,2.4,3.3,0.0,1458.5,7.2
14000.0,6.5,2.7,3.3,0.5,1500.3,6.1
2140.8,1.5,0.3,1.0,0.3,610.7,2.2
12465.7,6.1,3.0,4.1,0.0,1106.6,6.3
10261.1,4.8,2.1,2.3,0.4,1894.0,6.9
9103.0,4.0,1.6,2.8,0.0,403.6,6.2
10275.3,5.3,1.7,3.4,0.2,2412.7,7.0
4037.3,1.5,0.5,1.0,0.0,482.4,2.7
9341.0,5.6,1.5,2.9,1.1,509.8,6.9
11071.3,4.9,1.0,2.3,1.6,404.3,6.4
14000.0,6.5,2.9,4.2,0.0,536.2,6.0
8445.2,5.0,2.3,3.2,0.0,564.8,7.0
7574.5,4.1,1.0,2.2,0.9,622.7,5.5
8494.7,4.3,1.9,2.2,0.2,536.0,6.3
12746.2,5.9,2.5,3.2,0.2,602.4,6.5
10986.3,4.8,1.2,2.9,0.7,367.8,6.4
8410.7,4.6,1.5,3.6,0.0,900.5,6.5
11539.8,6.5,2.1,4.6,0.0,1461.4,7.1
10291.2,4.9,2.1,3.6,0.0,638.5,7.4
12905.9,5.9,2.7,3.5,0.0,522.5,6.4
7893.8,2.7,0.6,1.7,0.4,482.1,4.4
9017.0,4.0,1.5,1.9,0.6,604.9,6.0
8823.7,4.4,1.9,3.0,0.0,349.6,6.6
5609.5,3.6,1.6,2.0,0.0,302.5,5.0
10888.4,5.8,1.4,4.0,0.3,424.4,6.8
10783.2,5.5,2.0,3.1,0.4,399.6,7.0
10015.3,4.8,2.2,2.1,0.5,1049.5,7.1
9296.2,4.4,1.3,2.0,1.0,689.4,6.2
5753.9,3.6,1.2,2.6,0.0,2468.3,4.9
8738.1,4.5,2.0,2.3,0.2,535.6,6.5
8971.9,3.4,0.8,1.7,0.9,562.3,5.2
7593.2,3.5,1.6,2.7,0.0,459.1,5.7
9516.1,4.3,1.3,2.9,0.2,691.6,6.2
11212.2,5.3,1.1,2.4,1.9,689.3,6.5
14000.0,6.5,1.8,3.0,1.8,607.7,6.4
10523.7,5.2,1.2,2.7,1.4,384.7,6.7
10772.7,5.3,1.2,3.4,0.7,1106.3,6.7
9776.7,5.5,2.3,3.9,0.0,340.4,7.5
4243.7,1.8,0.5,0.9,0.4,1478.1,2.9
9920.5,5.9,2.8,4.4,0.0,482.9,7.2
10180.7,4.8,1.7,2.1,1.0,315.7,6.8
14000.0,6.5,2.2,3.1,1.2,661.6,6.6
9422.9,4.6,1.5,3.6,0.0,684.4,6.7
10904.6,5.5,2.2,2.5,0.8,663.0,7.1
9895.9,5.2,1.7,3.9,0.0,377.0,7.2
6494.0,3.5,0.8,2.4,0.3,433.2,4.7
13428.5,6.3,2.9,2.7,0.7,682.3,5.8
12255.8,5.6,1.8,3.3,0.4,342.6,6.7
12373.1,6.5,1.4,3.9,1.1,533.3,6.6
7271.8,3.4,1.2,2.6,0.0,494.2,5.2
14000.0,6.5,2.6,3.7,0.2,360.8,6.2
5794.4,2.1,0.6,1.2,0.3,2145.1,3.5
11760.6,5.7,2.5,2.6,0.7,353.7,6.6
14000.0,6.5,2.6,4.3,0.0,537.1,6.3
7028.4,3.8,1.5,1.8,0.5,427.3,5.4
8301.1,2.8,0.9,1.2,0.7,467.2,4.6
10299.0,5.2,2.6,4.2,0.0,384.5,7.5
8489.6,3.7,1.0,1.9,0.8,549.9,5.4
5348.0,2.8,1.1,1.3,0.5,695.5,4.2
10205.7,4.6,1.3,3.1,0.1,1493.4,6.5
6813.1,3.0,1.3,2.2,0.0,573.3,4.8
11420.8,5.6,1.2,2.4,2.0,602.6,6.6
7241.7,3.1,0.7,1.4,1.1,635.7,4.5
14000.0,6.5,2.9,2.8,0.8,489.0,5.8
7650.2,3.2,1.1,1.4,0.8,526.8,4.9
9033.8,3.6,1.1,2.4,0.1,658.2,5.5
12440.6,6.5,2.5,4.1,0.0,578.4,6.7
6307.4,2.5,1.0,1.7,0.0,354.4,4.2
10682.4,5.3,1.4,3.2,0.7,611.8,6.7
13921.4,6.5,1.7,4.7,0.1,309.1,6.2
5177.6,2.3,1.1,1.4,0.0,639.0,3.8
10553.9,4.9,1.8,3.7,0.0,615.3,7.1
10779.6,5.5,1.7,3.3,0.5,2283.0,6.9
12345.5,6.5,2.9,4.7,0.0,309.4,6.5
6289.1,2.6,0.9,1.4,0.2,689.0,4.1
6038.6,2.9,0.8,1.7,0.5,545.7,4.3
11565.8,4.9,1.3,3.6,0.0,1312.2,6.4
10891.0,5.2,1.7,2.3,1.2,526.6,6.8
10751.5,5.4,2.5,3.4,0.0,1832.6,7.0
11039.3,5.1,1.1,3.5,0.5,418.5,6.5
7959.9,3.8,1.0,2.6,0.1,1598.3,5.3
10696.8,4.6,2.2,3.0,0.0,517.0,7.0
10879.2,5.5,1.3,3.2,1.0,357.4,6.7
7856.9,4.5,1.7,2.2,0.5,1731.9,6.2
14000.0,6.5,1.7,4.9,0.0,854.9,6.1
11421.5,5.4,2.1,3.0,0.4,476.8,6.9
6426.1,3.5,1.1,2.5,0.0,1905.0,4.9
11969.7,6.5,1.5,2.7,2.3,473.1,6.7
7076.0,2.8,1.0,1.4,0.4,651.5,4.5
12361.3,6.1,2.5,3.3,0.3,1871.0,6.6
13475.8,6.5,2.6,4.3,0.0,830.2,6.5
7538.0,3.7,1.5,2.0,0.3,551.9,5.4
12890.1,5.2,1.8,2.2,1.2,547.5,6.5
11238.3,5.9,2.1,2.8,1.0,336.2,7.0
12466.2,6.5,2.5,3.3,0.7,394.6,6.6
14000.0,6.5,2.6,3.1,0.8,1926.5,6.1
9263.8,4.1,1.6,2.0,0.5,446.5,6.1
7738.8,3.6,1.4,2.6,0.0,428.0,5.5
7331.5,4.6,1.1,2.6,0.9,1220.6,5.9
7552.6,4.2,1.1,2.4,0.7,1499.6,5.7
9768.7,5.2,1.4,4.1,0.0,439.0,7.0
11023.5,5.7,2.7,3.3,0.0,609.5,6.6
10830.1,5.1,2.2,3.9,0.0,504.1,7.5
12481.5,6.1,2.2,3.2,0.7,649.1,6.9
10039.0,5.0,1.4,2.8,0.8,1791.2,6.8
14000.0,6.5,1.5,3.6,1.4,668.8,6.3
9206.0,5.4,2.5,3.3,0.0,1541.1,7.0
14000.0,6.5,3.0,4.1,0.0,489.2,5.9
11877.0,5.2,1.2,2.6,1.4,514.0,6.4
7428.5,3.8,1.7,2.7,0.0,640.9,5.8
6787.3,3.8,1.3,2.3,0.3,523.6,5.2
11447.4,6.0,1.8,2.4,1.8,401.1,6.9
9329.6,4.4,1.8,2.8,0.0,519.0,6.5
12142.0,6.5,2.5,4.7,0.0,1646.9,6.8
11419.7,5.1,2.2,2.5,0.3,633.7,6.9
9781.5,4.3,1.0,1.8,1.6,526.4,6.1
7459.6,3.8,1.1,2.8,0.0,560.7,5.4
5455.5,3.8,1.1,3.0,0.0,910.0,5.1
8660.5,3.9,1.2,1.7,1.1,523.3,5.7
12569.2,6.2,2.2,4.8,0.0,1441.4,6.9
10642.3,5.9,1.7,3.2,1.0,547.9,7.0
6262.8,3.1,1.0,2.4,0.0,2468.6,4.7
10519.5,5.1,1.6,3.4,0.2,605.8,6.8
11156.0,5.9,2.5,4.4,0.0,1361.4,7.3
7348.4,3.8,1.5,2.7,0.0,657.4,5.6
10461.2,5.7,2.3,2.4,1.1,443.4,7.2
10174.6,5.7,1.5,2.4,1.8,497.0,7.0
6571.1,3.4,1.0,2.1,0.3,559.8,4.8
11073.4,5.7,1.2,2.6,1.9,2465.4,6.6
11682.4,5.9,1.4,3.5,1.1,444.6,6.6
13249.2,6.5,1.8,5.1,0.0,345.0,6.3
13161.4,6.5,1.4,3.4,1.7,2012.2,6.4
5867.0,2.9,1.1,1.7,0.1,377.0,4.4
7186.5,4.2,2.1,2.3,0.0,355.3,6.1
11545.1,6.5,1.5,4.2,0.8,372.9,6.8
11541.4,5.0,2.2,2.4,0.4,575.4,6.9
11545.1,5.8,1.4,2.9,1.5,355.3,6.6
14000.0,6.5,2.6,4.8,0.0,2408.9,6.3
11712.7,5.7,2.2,4.1,0.0,603.4,7.3
13406.7,6.5,3.0,4.7,0.0,2317.4,6.1
12862.0,6.5,1.5,4.6,0.4,537.3,6.5
11954.2,5.9,1.7,3.5,0.7,303.1,6.7
9054.2,3.6,0.8,2.5,0.3,637.8,5.3
12276.9,5.7,1.8,3.1,0.7,408.5,6.7
7681.5,4.3,2.0,1.9,0.4,328.8,6.1
9289.5,3.3,1.4,1.8,0.0,603.2,5.4
8543.9,4.9,2.0,2.3,0.6,431.8,6.7
10245.6,5.4,1.9,3.0,0.5,527.0,7.1
14000.0,6.5,3.0,3.4,0.1,637.6,5.6
4398.2,2.1,0.7,1.3,0.1,610.4,3.3
12058.8,5.0,1.2,2.7,1.1,434.7,6.4
5161.9,2.8,1.3,1.9,0.0,647.5,4.3
8584.2,4.9,1.4,3.0,0.5,455.5,6.5
13266.9,6.5,1.4,5.0,0.1,500.0,6.0
10192.8,4.8,1.1,2.1,1.6,545.0,6.5
6766.8,3.4,1.3,2.3,0.0,2259.2,5.1
7854.1,3.7,1.4,2.4,0.0,538.9,5.5
12038.8,5.6,1.6,4.4,0.0,531.0,6.7
7808.9,4.4,1.8,2.4,0.1,649.4,6.1
10649.4,4.7,2.0,2.5,0.2,2134.5,6.8
10136.7,4.6,2.2,2.2,0.3,396.9,6.9
8045.2,3.5,1.3,1.8,0.4,2373.2,5.3
14000.0,6.3,2.7,3.8,0.0,574.9,6.1
11901.8,6.0,2.6,4.4,0.0,524.8,7.0
3924.6,2.5,0.7,1.3,0.5,1301.4,3.5
10559.4,5.2,1.5,2.4,1.3,439.2,6.8
8014.6,3.3,1.1,1.7,0.5,325.5,5.0
12557.3,6.5,1.3,2.9,2.3,595.7,6.5
7622.4,4.7,1.3,3.6,0.0,653.2,6.2
9655.8,4.5,1.5,3.4,0.0,318.3,6.7
11515.0,5.5,1.3,2.9,1.3,510.2,6.6
12597.3,6.5,1.5,3.2,1.7,526.4,6.6
6399.1,4.0,1.4,3.1,0.0,475.5,5.5
8996.5,4.2,1.8,1.7,0.8,501.1,6.2
8575.2,3.6,1.6,2.3,0.0,1950.8,5.8
8040.0,4.3,1.6,3.3,0.0,493.5,6.3
14000.0,6.5,2.2,3.9,0.4,667.9,6.6
11214.9,5.6,1.8,2.3,1.6,516.3,6.9
6217.3,2.8,0.7,1.4,0.7,328.7,4.2
12753.6,6.5,1.6,5.0,0.0,681.3,6.2
14000.0,6.5,2.8,2.6,1.0,358.7,5.8
13097.4,6.2,2.1,3.4,0.6,613.8,6.7
5441.9,2.7,1.2,2.0,0.0,510.8,4.4
8547.3,3.6,1.5,2.6,0.0,596.4,5.8
13800.7,6.5,1.7,3.8,1.0,505.4,6.4
7877.0,3.8,1.3,1.9,0.6,323.6,5.5
11331.5,5.4,1.8,3.5,0.1,450.0,6.8
12323.9,6.1,2.0,3.1,1.0,548.3,6.8
7219.2,3.6,1.3,1.8,0.5,2167.5,5.2
9821.4,5.4,2.7,3.9,0.0,2283.5,7.2
276.2,0.4,0.2,0.2,0.0,542.5,1.0
6926.8,3.4,1.6,1.4,0.4,414.6,5.1
9242.3,5.0,1.0,2.7,1.3,1184.4,6.5
6256.7,3.3,0.8,2.0,0.5,615.4,4.6
14000.0,6.5,1.5,4.4,0.6,655.7,6.3
5709.6,2.8,0.8,2.0,0.0,545.5,4.1
8679.9,4.3,1.4,2.8,0.0,493.0,6.0
10392.2,5.4,2.1,3.5,0.0,644.4,7.3
14000.0,6.5,2.3,4.3,0.0,1327.3,6.7
5692.4,2.7,1.2,1.3,0.1,459.5,4.2
13489.5,6.5,3.0,3.6,0.0,503.1,5.8
10030.7,5.5,1.4,3.5,0.6,1530.3,6.9
7055.5,3.1,1.4,1.3,0.4,575.4,4.9
11386.3,6.0,2.1,3.1,0.8,375.4,7.0
10597.2,5.4,1.8,3.0,0.5,433.3,7.0
8199.3,4.3,1.9,2.6,0.0,465.8,6.3
10209.4,5.2,1.2,3.1,0.9,555.4,6.7
8844.1,5.0,2.3,3.4,0.0,326.2,7.2
10340.6,5.3,2.1,3.1,0.1,436.3,7.2
11986.4,6.0,2.8,4.5,0.0,409.7,6.8
14000.0,6.5,3.0,3.6,0.0,300.6,5.7
6286.6,3.3,1.2,2.0,0.1,576.7,4.7
14000.0,6.5,1.5,2.6,2.4,394.4,6.3
4143.7,2.2,0.6,1.2,0.5,366.6,3.2
9544.6,4.7,1.4,3.5,0.0,1606.2,6.6
11765.0,5.9,1.4,3.1,1.4,315.7,6.6
10843.0,5.1,2.3,2.6,0.3,660.1,7.0
8131.9,3.7,1.1,2.3,0.3,574.8,5.3
9375.6,4.2,2.1,1.8,0.3,368.7,6.4
8521.0,3.6,1.5,2.2,0.0,440.0,5.5
8231.9,3.7,0.9,1.9,0.8,680.0,5.3
12548.8,6.2,2.1,3.4,0.6,547.5,6.8
11071.0,5.6,1.9,4.0,0.0,543.5,7.1
7921.3,3.8,1.3,2.5,0.0,561.2,5.5
12698.8,5.2,1.9,3.0,0.3,485.1,6.5
10921.9,6.2,1.3,3.9,1.0,366.9,6.8
12438.6,6.5,2.6,4.6,0.0,360.4,6.7
11888.9,6.2,2.1,4.3,0.0,574.9,7.1
7513.0,4.7,2.1,2.2,0.4,653.6,6.4
8319.5,3.7,1.6,1.9,0.1,420.1,5.6
12241.9,6.5,1.7,3.5,1.2,501.4,6.8
11831.1,5.4,1.2,2.6,1.7,696.9,6.4
9937.3,5.1,2.1,2.1,0.9,402.9,7.2
10352.0,4.5,2.2,2.1,0.2,456.1,6.8
13833.0,6.5,2.2,4.7,0.0,445.4,6.6
8225.3,4.3,1.2,2.7,0.4,313.0,5.9
11641.3,5.7,1.4,3.1,1.2,503.8,6.6
9393.4,5.1,1.4,3.3,0.4,383.5,6.8
9347.0,4.7,1.4,3.3,0.0,351.4,6.5
13296.3,6.4,2.1,3.5,0.8,584.2,6.7
12476.2,6.0,2.4,3.5,0.1,606.3,6.7
12440.5,6.5,1.8,2.8,1.9,1229.0,6.8
13916.4,6.5,1.4,4.2,0.9,673.7,6.3
10063.0,5.5,1.7,3.0,0.8,647.6,7.0
12045.9,6.5,3.0,3.7,0.0,349.0,6.2
9069.2,3.7,1.3,2.1,0.3,389.5,5.6
10972.5,6.1,3.0,4.0,0.0,349.0,6.6
9609.6,5.8,2.0,3.7,0.1,441.4,7.2
10291.0,5.3,1.5,3.0,0.8,349.6,6.9
11785.5,6.2,1.6,2.5,2.1,561.3,6.7
7545.3,4.3,1.8,2.8,0.0,586.7,6.1
14000.0,6.5,2.3,4.9,0.0,949.7,6.5
6981.9,3.6,1.4,2.5,0.0,1214.3,5.3
6357.4,2.5,1.1,2.0,0.0,309.2,4.4
13474.3,6.5,2.7,3.0,0.8,473.7,6.1
12375.0,6.4,1.4,3.1,1.9,987.5,6.6
11872.4,6.2,2.7,3.8,0.0,699.4,6.5
11885.0,6.5,2.3,3.2,0.9,1951.3,7.0
9963.3,4.6,1.5,1.9,1.2,359.0,6.6
7308.2,3.4,1.2,1.9,0.3,666.9,5.0
10227.4,6.1,2.3,3.1,0.6,467.5,7.2
7968.5,3.9,1.0,2.0,1.0,530.7,5.4
12925.4,6.5,2.1,5.1,0.0,513.5,6.6
9558.8,4.7,1.4,2.4,1.0,590.5,6.6
7523.5,3.4,1.0,1.5,0.8,434.0,5.0
9035.8,5.3,1.2,2.4,1.7,327.9,6.6
11238.8,5.4,1.3,3.9,0.2,467.1,6.6
8308.8,3.6,0.9,2.5,0.2,1988.4,5.2
7533.3,3.5,1.1,1.6,0.8,1607.7,5.1
10731.1,4.4,2.0,2.1,0.2,617.0,6.5
10734.9,5.0,1.3,3.5,0.2,317.7,6.7
8479.2,3.8,1.2,1.9,0.6,695.2,5.5
8586.9,4.6,1.4,3.6,0.0,696.2,6.4
10696.1,5.0,2.2,3.1,0.0,339.6,7.2
5655.7,3.3,0.7,1.6,1.0,1873.1,4.4
5777.6,3.6,0.9,2.7,0.0,536.1,4.7
7844.7,4.3,1.1,2.3,0.9,449.3,5.8
9359.7,4.6,2.3,2.4,0.0,495.0,6.8
10932.7,5.5,2.1,2.9,0.5,430.4,7.0
14000.0,6.2,1.5,4.4,0.3,1752.7,6.3
12573.0,6.2,1.8,2.9,1.5,445.6,6.7
9520.2,4.3,1.1,2.4,0.9,472.0,6.1
9943.0,5.3,1.3,2.2,1.9,846.2,6.8
6992.4,4.8,2.1,3.5,0.0,1492.7,6.8
9944.5,5.2,1.8,2.8,0.6,556.7,7.1
9134.0,3.6,1.4,1.8,0.4,338.8,5.6
10968.2,5.3,1.6,3.4,0.4,821.4,6.8
7518.3,3.8,1.4,2.6,0.0,1923.4,5.6
11558.0,5.8,1.6,4.2,0.0,596.1,6.8
14000.0,6.5,1.9,3.5,1.1,966.4,6.5
9673.7,5.0,2.0,3.6,0.0,2466.6,7.3
11205.1,5.0,1.2,2.9,0.8,635.8,6.5
12070.4,5.6,2.1,2.5,1.0,341.7,6.8
8796.3,4.7,2.2,3.5,0.0,606.3,7.1
10672.3,4.8,1.1,3.0,0.7,598.2,6.5
10037.8,5.3,2.5,3.4,0.0,627.9,7.2
10293.0,4.5,1.0,3.5,0.0,682.4,6.2
7681.0,4.7,1.4,2.9,0.3,423.8,6.2
10073.5,4.6,1.8,1.9,1.0,1691.7,6.7
11494.0,5.6,2.1,4.2,0.0,405.1,7.2
14000.0,6.5,1.5,3.3,1.7,430.8,6.3
12877.8,6.2,2.7,3.7,0.0,431.9,6.3
14000.0,6.5,3.0,3.1,0.4,647.9,5.6
7698.0,4.1,1.1,2.1,0.9,325.2,5.6
12617.0,6.5,3.0,4.4,0.0,381.1,6.3
10550.0,5.7,2.1,3.2,0.3,2048.3,7.1
14000.0,6.5,3.0,4.2,0.0,1610.3,6.0
7575.1,3.7,0.9,2.7,0.1,579.0,5.2
7480.8,4.9,2.2,2.6,0.1,1574.2,6.6
8201.8,4.6,1.0,2.9,0.7,481.5,6.0
3628.3,1.4,0.6,1.0,0.0,373.8,2.6
8422.7,4.3,1.7,2.9,0.0,695.3,6.3
7722.6,3.7,1.1,2.3,0.3,699.6,5.3
10451.2,5.2,1.3,2.9,1.0,320.4,6.7
11025.3,4.9,2.2,2.8,0.0,567.1,6.9
14000.0,6.5,2.5,3.7,0.3,625.2,6.3
12851.3,6.5,2.0,3.5,1.0,429.9,6.8
8269.3,4.4,1.5,3.0,0.0,1427.8,6.1
7304.8,2.4,1.1,1.1,0.2,375.1,4.2
11475.8,6.3,1.9,5.0,0.0,351.2,6.8
6039.3,3.6,0.8,2.5,0.2,670.1,4.7
14000.0,6.5,3.0,3.4,0.1,557.0,5.6
13538.3,6.5,2.1,2.7,1.7,626.8,6.6
8592.5,3.9,1.2,2.6,0.0,513.1,5.6
4860.6,2.2,0.6,1.5,0.1,361.9,3.4
14000.0,6.5,3.0,5.1,0.0,450.7,5.8
9656.4,4.7,1.2,2.4,1.1,652.7,6.5
13713.4,5.9,2.3,2.6,1.0,1970.5,6.5
5216.7,2.6,1.2,2.0,0.0,382.9,4.3
8201.9,4.1,0.9,2.0,1.2,401.3,5.5
10015.7,5.6,2.5,3.9,0.0,405.2,7.3
10140.9,5.1,1.6,2.2,1.3,339.4,6.9
8649.8,4.1,1.6,2.9,0.0,639.3,6.2
11868.5,6.5,2.0,2.9,1.5,363.8,7.0
6797.1,3.5,1.4,2.3,0.0,631.9,5.2
9572.9,4.4,1.2,2.7,0.5,442.0,6.2
10360.9,5.8,1.2,4.5,0.1,482.9,6.8
11543.3,5.9,2.8,2.4,0.6,485.1,6.2
12134.8,6.1,1.2,3.1,1.7,1449.3,6.5
6626.1,3.4,1.5,1.5,0.4,592.5,5.0
5397.7,2.2,0.5,1.6,0.0,556.3,3.4
13833.0,6.5,2.1,4.1,0.3,609.5,6.6
10996.9,5.5,2.5,3.4,0.0,303.3,7.0
7754.5,3.8,1.0,1.7,1.1,501.9,5.3
14000.0,6.5,3.0,3.9,0.0,509.6,5.8
10347.0,5.3,1.8,3.0,0.5,395.7,7.0
13537.9,6.5,2.0,3.4,1.1,522.5,6.6
10202.6,5.1,2.0,3.6,0.0,486.9,7.3
14000.0,6.5,2.0,2.8,1.8,488.8,6.5
14000.0,6.5,2.0,4.3,0.2,347.4,6.5
9253.1,4.6,1.9,3.4,0.0,474.1,7.0
12914.7,6.5,1.9,4.9,0.0,606.6,6.5
11936.1,5.5,1.4,3.8,0.2,464.0,6.5
14000.0,6.5,2.9,3.3,0.3,495.0,5.8
7105.2,3.5,1.6,2.3,0.0,687.0,5.4
12058.2,5.8,2.0,2.6,1.1,1793.2,6.8
13175.3,6.5,2.3,2.9,1.3,945.2,6.7
4723.8,1.7,0.7,1.1,0.0,331.1,3.1
6450.2,3.0,1.1,2.2,0.0,547.4,4.6
3882.3,2.5,0.8,1.0,0.6,389.4,3.5
9191.8,4.8,2.4,2.1,0.3,461.7,6.7
12152.6,6.1,1.5,3.8,0.8,1025.8,6.6
14000.0,6.5,2.5,3.2,0.9,531.6,6.4
10222.3,5.2,2.4,3.4,0.0,502.3,7.2
14000.0,6.2,2.5,3.0,0.7,625.8,6.2
5859.7,2.8,1.3,1.2,0.2,2358.8,4.3
4889.9,3.3,1.0,2.0,0.3,628.4,4.3
9833.4,4.6,1.3,3.4,0.0,672.8,6.5
11152.2,5.4,2.5,3.7,0.0,584.8,7.1
9901.9,4.7,1.5,3.4,0.0,458.2,6.7
3797.7,1.9,0.8,0.9,0.1,385.1,3.0
9732.6,4.6,1.1,3.5,0.0,408.4,6.3
6086.6,3.3,1.4,1.8,0.1,458.7,4.8
12009.0,6.1,2.2,4.5,0.0,596.0,7.2
11099.8,5.9,1.7,3.5,0.8,316.1,6.9
7180.4,3.1,1.1,1.6,0.4,625.7,4.7
8458.4,4.1,1.7,2.0,0.4,603.3,6.0
6822.4,3.3,0.7,2.1,0.6,1729.0,4.6
9812.0,5.1,2.0,2.2,0.9,459.9,7.1
12865.4,6.0,2.2,4.7,0.0,345.1,7.0
7042.8,4.0,1.1,2.0,0.9,415.9,5.3
11512.1,6.3,2.7,3.4,0.3,343.9,6.5
8409.2,3.7,1.1,1.8,0.8,803.7,5.4
7621.4,3.6,1.0,1.4,1.1,1224.3,5.1
9678.9,4.6,1.6,3.1,0.0,398.7,6.6
6894.3,4.8,1.9,3.0,0.0,2179.6,6.4
8339.1,4.0,1.9,2.9,0.0,509.6,6.3
6406.4,4.0,1.0,1.7,1.4,600.8,5.2
14000.0,6.4,2.0,4.9,0.0,606.6,6.4
10105.8,4.6,1.0,2.4,1.1,385.8,6.3
7900.8,3.6,1.5,2.8,0.0,2177.2,5.8
10641.9,4.9,1.6,2.2,1.1,527.5,6.7
9663.0,4.7,1.9,3.3,0.0,432.8,7.0
9337.1,4.3,1.3,2.7,0.3,457.1,6.1
11842.5,5.5,2.5,3.0,0.0,349.8,6.6
12272.5,6.5,2.3,2.8,1.4,497.3,6.9
8408.5,4.8,2.3,3.1,0.0,601.3,6.9
8272.5,4.6,1.0,1.9,1.7,463.8,6.0
9174.8,4.8,1.7,2.9,0.2,646.7,6.7
3094.2,1.6,0.7,1.0,0.0,490.7,2.7
5454.4,2.5,0.9,1.7,0.0,1469.2,3.9
14000.0,6.5,1.3,5.2,0.0,581.3,5.6
14000.0,6.5,3.0,3.3,0.2,322.0,5.6
9252.9,4.0,1.2,2.1,0.7,326.8,5.9
