steps,distance_walked,very_active_distance,moderately_active_distance,lightly_active_distance,calories_burnt,physical_activity_score,total_sleep_duration,light_sleep_stage,deep_sleep_stage,REM_sleep_stage,number_of_awakenings,sleep_score,resting_heart_rate,increase_during_activity,post_activity_beat_drop,health_management_score,air_quality,cardiovascular_score,mental_health_score,resp_score,illness/infection,Deviation_heart_rate_rest,heart_rate_condition_Mixed,heart_rate_condition_Normal,heart_rate_condition_Skipped beats,heart_rate_condition_Uneven timing,health_management_score_scaled
0.7879214285714286,0.876923076923077,0.9,0.7307692307692306,0.0,0.617556141467406,6.9,0.6640625,0.5194805194805194,0.4705882352941177,0.8823529411764706,0.0,8.2,0.7433333333333333,0.31428571428571433,0.395,7.6,0.675,8.4,8.5,8.1,0,0.1600000000000008,0.0,1.0,0.0,0.0,0.8648648648648648
0.33649285714285715,0.4,0.16666666666666666,0.28846153846153844,0.2,0.7542049277207018,3.6,0.3359375,0.3116883116883117,0.20588235294117646,0.3823529411764706,0.0,6.7,0.5016666666666666,0.6121428571428571,0.18500000000000005,5.2,0.42500000000000004,7.2,7.1,7.0,0,0.09999999999999996,0.0,0.0,0.0,0.0,0.5405405405405406
0.7837357142857143,0.7076923076923077,0.7333333333333334,0.673076923076923,0.0,0.04064005818710789,7.2,0.65625,0.6103896103896103,0.3235294117647059,0.7941176470588236,0.2,6.9,0.1466666666666666,0.38999999999999996,0.4275000000000001,7.0,0.32499999999999996,8.3,8.2,7.7,1,0.0,0.0,1.0,0.0,0.0,0.7837837837837839
0.6317714285714285,0.7230769230769232,0.3666666666666667,0.6153846153846154,0.16000000000000003,0.6321483771251931,6.3,0.546875,0.4285714285714285,0.4117647058823529,0.7058823529411765,0.6000000000000001,5.3,0.745,0.42071428571428576,0.09750000000000003,5.8,0.375,7.5,4.5,7.9,0,0.2700000000000002,0.0,1.0,0.0,0.0,0.6216216216216216
0.5692285714285714,0.5538461538461539,0.26666666666666666,0.3846153846153846,0.36000000000000004,0.7967542503863988,5.2,0.5,0.4285714285714285,0.4117647058823529,0.5294117647058824,0.0,8.8,0.43166666666666675,0.6092857142857142,0.135,7.0,0.6,8.4,8.2,8.5,0,0.2800000000000003,0.0,1.0,0.0,0.0,0.7837837837837839
0.8453571428571429,0.8307692307692308,0.39999999999999997,0.5192307692307693,0.6000000000000001,0.6069188108009819,6.4,0.703125,0.5194805194805194,0.6470588235294118,0.8823529411764706,0.2,6.6,0.15333333333333343,0.8521428571428571,0.8900000000000001,6.5,0.95,7.7,7.9,6.1,0,0.38999999999999974,0.0,1.0,0.0,0.0,0.7162162162162162
0.9352142857142858,0.9230769230769231,0.6,0.5,0.6400000000000001,0.997317937994363,6.6,0.7734375,0.7402597402597402,0.6176470588235294,0.6176470588235294,0.1,7.7,0.8383333333333333,0.9535714285714285,0.3175,7.2,0.65,8.0,8.3,7.6,0,0.12000000000000025,0.0,1.0,0.0,0.0,0.8108108108108109
0.9138428571428572,1.0,0.8333333333333333,0.5769230769230769,0.4,0.05364124011273752,6.5,0.7578125,0.7272727272727272,0.5,0.7352941176470589,0.2,7.2,1.0,0.5978571428571426,0.08250000000000002,6.8,0.4,7.5,8.1,7.9,0,0.15999999999999936,0.0,1.0,0.0,0.0,0.7567567567567568
0.5344500000000001,0.5538461538461539,0.39999999999999997,0.5576923076923076,0.0,0.1445131375579598,5.4,0.4765625,0.4285714285714285,0.4411764705882353,0.4117647058823529,0.0,8.5,0.4900000000000001,0.4807142857142857,0.3475,7.0,0.42500000000000004,6.9,8.2,8.2,0,0.3900000000000004,0.0,0.0,1.0,0.0,0.7837837837837839
0.6480285714285714,0.5692307692307693,0.26666666666666666,0.40384615384615385,0.32000000000000006,0.17060641876534227,5.4,0.5625,0.5454545454545454,0.5882352941176471,0.3235294117647059,0.0,8.7,1.0,0.782142857142857,0.635,7.0,0.475,6.3,8.2,5.3,1,0.1400000000000005,0.0,0.0,0.0,0.0,0.7837837837837839
0.7852714285714286,0.876923076923077,0.6666666666666666,0.8461538461538461,0.0,0.10414583143922174,7.3,0.6640625,0.6233766233766234,0.4411764705882353,0.676470588235294,0.0,8.8,0.5233333333333335,0.75,0.6775000000000001,8.0,0.175,5.5,8.8,7.1,0,0.8800000000000001,0.0,0.0,1.0,0.0,0.918918918918919
0.9233285714285715,0.876923076923077,0.6333333333333333,0.5192307692307693,0.44000000000000006,0.016501500136375996,6.6,0.765625,0.7272727272727272,0.35294117647058826,0.8823529411764706,0.5,4.6,0.4049999999999999,0.6892857142857143,0.010000000000000009,5.6,0.375,4.7,4.4,6.3,0,0.8400000000000003,0.0,0.0,0.0,1.0,0.5945945945945946
0.6116071428571429,0.676923076923077,0.6333333333333333,0.4807692307692307,0.0,0.0912355668697154,6.3,0.53125,0.4675324675324675,0.35294117647058826,0.6470588235294118,0.0,8.3,0.3416666666666667,0.16142857142857142,0.18250000000000005,7.3,0.375,6.5,8.4,8.0,1,0.17999999999999966,0.0,0.0,0.0,1.0,0.8243243243243243
0.6745000000000001,0.7384615384615385,0.4666666666666666,0.7307692307692306,0.0,0.18156196017819798,6.7,0.578125,0.49350649350649345,0.35294117647058826,0.7352941176470589,0.2,7.2,0.91,0.7585714285714285,0.43000000000000005,7.0,1.0,6.8,5.2,7.0,0,0.17000000000000023,1.0,0.0,0.0,0.0,0.7837837837837839
0.47721428571428576,0.5846153846153846,0.3333333333333333,0.32692307692307687,0.44000000000000006,0.6933812164742249,5.1,0.4375,0.3506493506493506,0.35294117647058826,0.5294117647058824,0.6000000000000001,5.2,0.30499999999999994,0.5764285714285713,0.3675,5.2,0.725,8.7,7.1,6.8,0,0.12999999999999967,0.0,1.0,0.0,0.0,0.5405405405405406
0.45795714285714284,0.6307692307692307,0.3666666666666667,0.5,0.16000000000000003,0.18056186926084183,5.3,0.421875,0.3636363636363636,0.2647058823529412,0.5588235294117647,0.2,6.7,0.6833333333333335,0.30857142857142855,0.0,6.0,0.22499999999999998,5.9,7.6,7.9,0,0.020000000000000278,0.0,0.0,0.0,1.0,0.6486486486486487
0.8884000000000001,0.8461538461538463,0.5333333333333333,0.8269230769230768,0.0,0.12714792253841256,6.7,0.734375,0.6493506493506492,0.5588235294117647,0.7941176470588236,0.1,7.7,0.36,0.3557142857142857,0.014999999999999986,7.2,0.09999999999999998,5.1,5.3,5.5,0,0.549999999999999,1.0,0.0,0.0,0.0,0.8108108108108109
1.0,1.0,0.8333333333333333,0.9807692307692306,0.0,0.808391671970179,6.3,0.8203125,0.7272727272727272,0.5588235294117647,0.911764705882353,0.1,6.7,0.3850000000000001,0.625,0.10750000000000004,6.5,0.175,8.0,7.9,6.7,1,0.1699999999999995,0.0,1.0,0.0,0.0,0.7162162162162162
0.698857142857143,0.7384615384615385,0.5333333333333333,0.673076923076923,0.0,0.16237839803618503,6.9,0.6015625,0.4415584415584415,0.5588235294117647,0.7058823529411765,0.2,7.7,0.7583333333333334,0.0,0.0,7.3,0.8500000000000001,5.7,8.4,8.1,1,0.14999999999999994,0.0,0.0,0.0,0.0,0.8243243243243243
0.9293285714285715,1.0,0.6666666666666666,0.9230769230769229,0.0,0.1627420674606782,6.5,0.765625,0.7012987012987012,0.4117647058823529,0.8823529411764706,0.1,6.8,0.4049999999999999,0.4728571428571429,0.26,6.6,0.175,8.0,8.0,7.0,0,0.36999999999999944,0.0,1.0,0.0,0.0,0.7297297297297297
0.7917785714285714,0.876923076923077,0.6,0.7115384615384616,0.08000000000000002,0.7937085189562686,6.9,0.6640625,0.5194805194805194,0.5588235294117647,0.7941176470588236,0.30000000000000004,6.9,0.3983333333333333,0.35928571428571426,0.6725,6.9,0.8999999999999999,6.4,8.1,8.0,0,0.6099999999999999,0.0,0.0,1.0,0.0,0.7702702702702704
0.5760428571428572,0.6,0.39999999999999997,0.3653846153846153,0.32000000000000006,0.14096736066915172,5.5,0.5078125,0.45454545454545453,0.29411764705882354,0.6176470588235294,0.2,7.1,0.7833333333333333,0.3378571428571428,0.20750000000000002,6.3,0.55,8.1,4.8,6.8,0,0.20999999999999935,0.0,1.0,0.0,0.0,0.6891891891891893
0.7917285714285716,0.8153846153846154,0.8666666666666667,0.7115384615384616,0.0,0.16710610055459585,7.0,0.6640625,0.6623376623376623,0.2647058823529412,0.7647058823529412,0.2,6.7,0.9,0.4021428571428571,0.645,6.8,0.44999999999999996,8.1,5.1,7.5,1,0.1400000000000005,0.0,1.0,0.0,0.0,0.7567567567567568
1.0,0.9846153846153847,0.5666666666666667,0.9807692307692306,0.0,0.16333303027547957,6.0,0.8515625,0.7792207792207791,0.8823529411764706,0.5882352941176471,0.8,3.0,0.6616666666666667,0.18285714285714277,0.38250000000000006,4.5,0.22499999999999998,5.8,3.7,5.7,1,0.34999999999999987,0.0,0.0,0.0,0.0,0.44594594594594594
0.7066071428571429,0.8307692307692308,0.7999999999999999,0.6346153846153845,0.0,0.5265933266660605,7.2,0.6015625,0.5324675324675324,0.5588235294117647,0.5294117647058824,0.4,7.6,0.3366666666666668,0.7257142857142855,0.33,7.4,0.825,7.0,5.4,5.7,1,0.23999999999999977,0.0,0.0,1.0,0.0,0.8378378378378378
1.0,1.0,0.9,0.6346153846153845,0.2,0.5455950540958268,6.1,0.8515625,0.8051948051948051,0.5,0.911764705882353,0.2,5.9,0.3716666666666667,0.04428571428571432,0.0,6.0,0.625,6.3,4.6,7.1,0,0.5600000000000006,0.0,1.0,0.0,0.0,0.6486486486486487
0.15291428571428575,0.23076923076923078,0.09999999999999999,0.1923076923076923,0.12,0.14119465405945997,2.2,0.203125,0.1688311688311688,0.17647058823529413,0.20588235294117646,0.1,4.7,0.5200000000000001,0.5364285714285715,0.6675,3.4,0.725,8.3,3.1,5.7,0,0.39999999999999986,0.0,1.0,0.0,0.0,0.2972972972972973
0.890407142857143,0.9384615384615385,1.0,0.7884615384615383,0.0,0.36662423856714244,6.3,0.734375,0.5584415584415584,0.6470588235294118,0.8823529411764706,0.30000000000000004,6.1,0.58,0.31857142857142856,0.405,6.2,0.42500000000000004,8.6,4.7,6.9,1,0.04999999999999998,0.0,1.0,0.0,0.0,0.6756756756756758
0.7329357142857144,0.7384615384615385,0.7,0.44230769230769224,0.16000000000000003,0.7245658696245112,6.9,0.625,0.5974025974025974,0.4705882352941177,0.5588235294117647,0.4,7.5,0.2533333333333334,0.9249999999999998,0.0,7.2,0.675,7.1,8.3,8.3,1,0.2200000000000002,0.0,1.0,0.0,0.0,0.8108108108108109
0.6502142857142857,0.6153846153846154,0.5333333333333333,0.5384615384615383,0.0,0.047049731793799426,6.2,0.5625,0.4415584415584415,0.4411764705882353,0.7058823529411765,0.0,8.6,0.68,0.5049999999999999,0.4700000000000001,7.4,0.875,7.7,8.4,7.8,0,0.04999999999999998,0.0,0.0,1.0,0.0,0.8378378378378378
